Virus Strain Name,Accession_ID,Lineage,Sample_Collection_Date,country,province,city
hCoV-19/Guangdong/GDCDC-ZS-0012/2023,EPI_ISL_17170712,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SG-0014/2023,EPI_ISL_17170713,BA.5.2.48,1/26/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0011/2022,EPI_ISL_17170714,BA.5.2.48,12/20/2022,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0012/2022,EPI_ISL_17170715,BA.5.2.48,12/20/2022,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0013/2023,EPI_ISL_17170716,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0014/2023,EPI_ISL_17170717,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0015/2023,EPI_ISL_17170718,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0016/2023,EPI_ISL_17170719,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0017/2023,EPI_ISL_17170720,BF.7.14,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0018/2023,EPI_ISL_17170721,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0019/2023,EPI_ISL_17170722,BF.7.14,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0020/2023,EPI_ISL_17170723,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0021/2023,EPI_ISL_17170724,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0022/2023,EPI_ISL_17170725,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0023/2023,EPI_ISL_17170726,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0024/2023,EPI_ISL_17170727,BN.1.3,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0025/2023,EPI_ISL_17170728,BN.1.3,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0026/2023,EPI_ISL_17170729,BN.1.3,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0029/2023,EPI_ISL_17170730,CM.12,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0031/2023,EPI_ISL_17170732,BF.7.14,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0032/2023,EPI_ISL_17170733,BF.7.14,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0033/2023,EPI_ISL_17170734,BA.5.2.48,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0034/2023,EPI_ISL_17170735,BA.5.2.49,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0035/2023,EPI_ISL_17170736,BA.5.2.48,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0036/2023,EPI_ISL_17170737,BA.5.2.48,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0038/2023,EPI_ISL_17170738,BA.5.2.48,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0039/2023,EPI_ISL_17170739,BA.5.2.48,1/28/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0011/2023,EPI_ISL_17170740,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0012/2023,EPI_ISL_17170741,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0015/2023,EPI_ISL_17170743,BF.7.14,1/18/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0021/2023,EPI_ISL_17170744,BA.5.2.1,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JY-0014/2023,EPI_ISL_17170745,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JY-0015/2023,EPI_ISL_17170746,BF.7.14,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JY-0016/2023,EPI_ISL_17170747,BA.5.2.49,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JY-0017/2023,EPI_ISL_17170748,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JY-0022/2023,EPI_ISL_17170749,BA.5.2.6,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZQ-0018/2023,EPI_ISL_17170752,BA.5.2.48,1/26/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0017/2023,EPI_ISL_17170753,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0002/2023,EPI_ISL_17170758,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0003/2023,EPI_ISL_17170759,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0004/2023,EPI_ISL_17170760,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0009/2023,EPI_ISL_17170764,BF.7.14,1/18/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0010/2023,EPI_ISL_17170765,BA.5.2.48,1/18/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0018/2023,EPI_ISL_17170767,BA.5.2.48,1/29/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0020/2023,EPI_ISL_17170768,BA.5.2.48,1/29/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0023/2023,EPI_ISL_17170769,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZJ-0028/2023,EPI_ISL_17170770,BF.7.14,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZJ-0029/2023,EPI_ISL_17170771,BA.5.2.48,1/18/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZJ-0030/2023,EPI_ISL_17170772,BA.5.2.48,1/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0045/2023,EPI_ISL_17170773,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0046/2023,EPI_ISL_17170774,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0047/2023,EPI_ISL_17170775,BF.7.14,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0048/2023,EPI_ISL_17170776,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0049/2023,EPI_ISL_17170777,BF.7.14,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0050/2023,EPI_ISL_17170778,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0051/2023,EPI_ISL_17170779,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0052/2023,EPI_ISL_17170780,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0053/2023,EPI_ISL_17170781,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0054/2023,EPI_ISL_17170782,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0056/2023,EPI_ISL_17170783,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0058/2023,EPI_ISL_17170785,BF.7.14,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0059/2023,EPI_ISL_17170786,BF.7.14,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0025/2023,EPI_ISL_17170787,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0055/2023,EPI_ISL_17170788,BF.7.14,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0022/2023,EPI_ISL_17170789,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0023/2023,EPI_ISL_17170790,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0024/2023,EPI_ISL_17170791,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0025/2023,EPI_ISL_17170792,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0026/2023,EPI_ISL_17170793,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0027/2023,EPI_ISL_17170794,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0028/2023,EPI_ISL_17170795,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0029/2023,EPI_ISL_17170796,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0030/2023,EPI_ISL_17170797,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0031/2023,EPI_ISL_17170798,BA.5.2.49,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0032/2023,EPI_ISL_17170799,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0033/2023,EPI_ISL_17170800,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0034/2023,EPI_ISL_17170801,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0035/2023,EPI_ISL_17170802,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00701/2023,EPI_ISL_17170803,BF.7.14,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00724/2023,EPI_ISL_17170807,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00730/2023,EPI_ISL_17170808,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00734/2023,EPI_ISL_17170809,BN.1.3,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00742/2023,EPI_ISL_17170810,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00749/2023,EPI_ISL_17170811,BA.5.2.48,1/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00757/2023,EPI_ISL_17170813,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00765/2023,EPI_ISL_17170814,BA.5.2.48,1/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00766/2023,EPI_ISL_17170815,BA.5.2.48,1/13/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00767/2023,EPI_ISL_17170816,BA.5.2.48,1/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00768/2023,EPI_ISL_17170817,BF.7.14,1/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00769/2023,EPI_ISL_17170818,BA.5.2.48,1/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00770/2023,EPI_ISL_17170819,BF.7.14,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00771/2023,EPI_ISL_17170820,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00772/2023,EPI_ISL_17170821,BA.5.2.48,1/16/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00773/2023,EPI_ISL_17170822,BA.5.2.48,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00774/2023,EPI_ISL_17170823,BF.7.14,1/17/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00776/2023,EPI_ISL_17170825,BF.7.14,1/9/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00777/2023,EPI_ISL_17170826,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00779/2023,EPI_ISL_17170828,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00780/2023,EPI_ISL_17170829,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00781/2023,EPI_ISL_17170830,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00782/2023,EPI_ISL_17170831,BA.5.2.48,1/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00783/2023,EPI_ISL_17170832,BA.5.2.48,1/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00784/2023,EPI_ISL_17170833,BA.5.2.48,1/9/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZQ-0019/2023,EPI_ISL_17170834,BF.7.14,1/18/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JM-0038/2023,EPI_ISL_17170835,BF.7.14,2/2/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-JM-0041/2023,EPI_ISL_17170836,BF.7.14,2/2/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0011/2023,EPI_ISL_17170837,BF.7,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0060/2023,EPI_ISL_17170838,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0061/2023,EPI_ISL_17170839,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0062/2023,EPI_ISL_17170840,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0064/2023,EPI_ISL_17170842,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00923/2023,EPI_ISL_17170843,BF.7.14,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00942/2023,EPI_ISL_17170844,BF.7.14,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00949/2023,EPI_ISL_17170845,BF.7.14,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00963/2023,EPI_ISL_17170846,BA.5.2.48,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00971/2023,EPI_ISL_17170847,BA.5.2,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00995/2023,EPI_ISL_17170848,BF.7.14,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00998/2023,EPI_ISL_17170849,BA.5.2.48,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-00999/2023,EPI_ISL_17170850,BA.5.2.48,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-01003/2023,EPI_ISL_17170851,BA.5.2.48,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZJ-0032/2023,EPI_ISL_17170853,XBB.1.5,2/2/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0040/2023,EPI_ISL_17170854,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0041/2023,EPI_ISL_17170855,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0042/2023,EPI_ISL_17170856,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0043/2023,EPI_ISL_17170857,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0044/2023,EPI_ISL_17170858,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0045/2023,EPI_ISL_17170859,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0046/2023,EPI_ISL_17170860,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0047/2023,EPI_ISL_17170861,BA.5.2.48,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-YF-0049/2023,EPI_ISL_17170862,BF.7.14,2/1/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0011/2023,EPI_ISL_17170863,BA.5.2.48,1/25/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0012/2023,EPI_ISL_17170864,BA.5.2.48,1/24/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0013/2023,EPI_ISL_17170865,BA.5.2.48,1/24/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0015/2023,EPI_ISL_17170867,BA.5.2.6,1/23/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0016/2023,EPI_ISL_17170868,BA.5.2.48,1/21/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0017/2023,EPI_ISL_17170869,BF.7.14,1/21/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0018/2023,EPI_ISL_17170870,BF.7.14,1/23/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0019/2023,EPI_ISL_17170871,BF.7.14,1/23/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0020/2023,EPI_ISL_17170872,BF.7.14,1/27/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0021/2023,EPI_ISL_17170873,BF.7.14,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0022/2023,EPI_ISL_17170874,BF.7.14,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0023/2023,EPI_ISL_17170875,BF.7.14,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0024/2023,EPI_ISL_17170876,BF.7.14,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0025/2023,EPI_ISL_17170877,BF.7.14,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0026/2023,EPI_ISL_17170878,BN.1.2,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0028/2023,EPI_ISL_17170880,BN.1.2,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0029/2023,EPI_ISL_17170881,BA.5.2.48,2/5/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0037/2023,EPI_ISL_17170884,BN.1.2,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0038/2023,EPI_ISL_17170885,BA.5.2.48,2/8/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0047/2023,EPI_ISL_17170886,BA.5.2.48,2/6/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0024/2023,EPI_ISL_17170887,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0025/2023,EPI_ISL_17170888,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0026/2023,EPI_ISL_17170889,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0028/2023,EPI_ISL_17170890,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0029/2023,EPI_ISL_17170891,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SW-0030/2023,EPI_ISL_17170892,BA.5.2.49,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0065/2023,EPI_ISL_17170893,BF.7.14,2/14/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0066/2023,EPI_ISL_17170894,BA.5.2.48,2/14/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0069/2023,EPI_ISL_17170895,BA.5.2.48,2/14/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ST-0071/2023,EPI_ISL_17170896,BA.5.2.48,2/14/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0036/2023,EPI_ISL_17170897,BA.5.2.48,2/9/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0037/2023,EPI_ISL_17170898,BA.5.2.48,2/13/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0038/2023,EPI_ISL_17170899,BF.7.14,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0039/2023,EPI_ISL_17170900,BF.7.14,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0040/2023,EPI_ISL_17170901,BA.5.2.48,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-DG-0041/2023,EPI_ISL_17170902,BF.7.14,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0048/2023,EPI_ISL_17170903,BF.7.14,2/13/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0050/2023,EPI_ISL_17170904,BF.7.14,2/8/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0051/2023,EPI_ISL_17170905,BF.7.14,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0052/2023,EPI_ISL_17170906,BF.7.14,2/13/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0055/2023,EPI_ISL_17170907,BF.7.14,2/14/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-ZH-0056/2023,EPI_ISL_17170908,BA.5.2.48,2/14/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0028/2023,EPI_ISL_17170909,BA.5.2.48,1/30/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0029/2023,EPI_ISL_17170910,BA.5.2.48,2/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0032/2023,EPI_ISL_17170911,BN.1.3,2/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0024/2023,EPI_ISL_17170912,BA.5.2.48,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0026/2023,EPI_ISL_17170913,BA.5.2.48,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0028/2023,EPI_ISL_17170915,BA.5.2.48,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0030/2023,EPI_ISL_17170916,BF.7.14,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0031/2023,EPI_ISL_17170917,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0032/2023,EPI_ISL_17170918,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-SZ-0033/2023,EPI_ISL_17170919,BA.5.2.48,1/3/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-01057/2023,EPI_ISL_17170921,BF.7.14,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-01058/2023,EPI_ISL_17170922,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0031/2023,EPI_ISL_17170923,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0032/2023,EPI_ISL_17170924,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0033/2023,EPI_ISL_17170925,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0034/2023,EPI_ISL_17170926,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0035/2023,EPI_ISL_17170927,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0036/2023,EPI_ISL_17170928,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0037/2023,EPI_ISL_17170929,BN.1.3,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0038/2023,EPI_ISL_17170930,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0039/2023,EPI_ISL_17170931,BA.5.2.48,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0040/2023,EPI_ISL_17170932,BN.1.3,2/12/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0041/2023,EPI_ISL_17170933,BF.7.14,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0042/2023,EPI_ISL_17170934,BF.7.14,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0043/2023,EPI_ISL_17170935,BA.5.2.48,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0045/2023,EPI_ISL_17170937,BA.5.2.48,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0046/2023,EPI_ISL_17170938,BA.5.2.48,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0047/2023,EPI_ISL_17170939,BA.5.2.48,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0048/2023,EPI_ISL_17170940,BA.5.2.48,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0049/2023,EPI_ISL_17170941,BA.5.2.48,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-CZ-0050/2023,EPI_ISL_17170942,BF.7.14,2/19/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0033/2023,EPI_ISL_17170943,BA.5.2.48,2/7/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0034/2023,EPI_ISL_17170944,BA.5.2.48,2/10/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-GZ-0039/2023,EPI_ISL_17170947,BA.5.2.48,2/8/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0012/2023,EPI_ISL_17170948,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0013/2023,EPI_ISL_17170949,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0014/2023,EPI_ISL_17170950,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0015/2023,EPI_ISL_17170951,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0016/2023,EPI_ISL_17170952,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0017/2023,EPI_ISL_17170953,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0018/2023,EPI_ISL_17170954,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0019/2023,EPI_ISL_17170955,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0020/2023,EPI_ISL_17170956,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0021/2023,EPI_ISL_17170957,BA.5.2.48,2/20/2023,China,Guangdong,
hCoV-19/Guangdong/GDCDC-MZ-0022/2023,EPI_ISL_17170958,BA.5.2.48,2/20/2023,China,Guangdong,
