Virus_Strain_Name	Accession_ID	Lineage	Sample_Collection_Date	country	province	city	merged_lineage	date
hCoV-19/Shanxi/SZCDC-SZ078/2023	EPI_ISL_18049791	FY.3.1	7/12/2023	China	Shanxi		XBB.1.22.1*	7/12/2023
hCoV-19/Shanxi/SZCDC-SZ066/2023	EPI_ISL_18049780	EG.5.1.1	7/6/2023	China	Shanxi		EG.5.1*	7/6/2023
hCoV-19/Hubei/HCDC-SY2351/2023	EPI_ISL_18049744	EG.5.1.1	7/17/2023	China	Hubei	Shiyan	EG.5.1*	7/17/2023
hCoV-19/Taiwan/CDC-F82543/2023	EPI_ISL_18041689	XBB.2.3	5/17/2023	China	Taiwan		Others	5/17/2023
hCoV-19/Sichuan/YBCDC-XGCX302/2023	EPI_ISL_18040260	FY.3.1	6/20/2023	China	Sichuan	Yibin	XBB.1.22.1*	6/20/2023
hCoV-19/Henan/XYCDC-0192/2023	EPI_ISL_18040221	FY.3	6/15/2023	China	Henan		XBB.1.22.1*	6/15/2023
hCoV-19/Henan/XYCDC-0182/2023	EPI_ISL_18040219	FY.3.1	6/25/2023	China	Henan		XBB.1.22.1*	6/25/2023
hCoV-19/Gansu/TSCDC-071115/2023	EPI_ISL_18040214	FR.1.3	5/23/2023	China	Gansu	Tianshui	BA.2.75*	5/23/2023
hCoV-19/Gansu/TSCDC-071107/2023	EPI_ISL_18040207	FR.1.3	5/19/2023	China	Gansu	Tianshui	BA.2.75*	5/19/2023
hCoV-19/Jiangsu/YZCDC-307/2023	EPI_ISL_18037399	FY.3.1	6/25/2023	China	Jiangsu		XBB.1.22.1*	6/25/2023
hCoV-19/Jiangsu/WXCDC-384/2023	EPI_ISL_18037368	FY.3.3	6/19/2023	China	Jiangsu		XBB.1.22.1*	6/19/2023
hCoV-19/Jiangsu/TZCDC-084/2023	EPI_ISL_18037364	FE.1.1.3	6/28/2023	China	Jiangsu		Others	6/28/2023
hCoV-19/Jiangsu/SZCDC-713/2023	EPI_ISL_18037357	FE.1.1	6/21/2023	China	Jiangsu		Others	6/21/2023
hCoV-19/Jiangsu/SQCDC-213/2023	EPI_ISL_18037352	FE.1.1	6/19/2023	China	Jiangsu		Others	6/19/2023
hCoV-19/Jiangsu/NJCDC-458/2023	EPI_ISL_18037340	FE.1.1	6/19/2023	China	Jiangsu		Others	6/19/2023
hCoV-19/Jiangsu/LYGCDC-180/2023	EPI_ISL_18037338	GF.1	6/29/2023	China	Jiangsu		XBB.1.5*	6/29/2023
hCoV-19/Jiangsu/CZCDC-213/2023	EPI_ISL_18037334	FY.3.3	6/23/2023	China	Jiangsu		XBB.1.22.1*	6/23/2023
hCoV-19/Jiangsu/CZCDC-212/2023	EPI_ISL_18037333	FE.1.1	6/25/2023	China	Jiangsu		Others	6/25/2023
hCoV-19/Jiangsu/CZCDC-206/2023	EPI_ISL_18037329	FE.1.1.3	6/27/2023	China	Jiangsu		Others	6/27/2023
hCoV-19/Jiangsu/CZCDC-203/2023	EPI_ISL_18037326	FE.1.1	6/26/2023	China	Jiangsu		Others	6/26/2023
hCoV-19/Taiwan/CDC-W27222/2023	EPI_ISL_18030714	HH.2.1	5/19/2023	China	Taiwan		Others	5/19/2023
hCoV-19/Taiwan/CDC-W27201/2023	EPI_ISL_18030711	BN.1.3.13	5/19/2023	China	Taiwan		BA.2.75*	5/19/2023
hCoV-19/Taiwan/CDC-W27197/2023	EPI_ISL_18030709	HH.1	5/19/2023	China	Taiwan		Others	5/19/2023
hCoV-19/Taiwan/CDC-F82891/2023	EPI_ISL_18030679	DV.6.2	5/21/2023	China	Taiwan		BA.2.75*	5/21/2023
hCoV-19/Taiwan/CDC-F82928/2023	EPI_ISL_18014679	FL.15	5/23/2023	China	Taiwan		XBB.1.9.1*	5/23/2023
hCoV-19/Anhui/WHCDC-207-3/2023	EPI_ISL_18013153	XBB.1.5.24	5/24/2023	China	Anhui	Wuhu	XBB.1.5*	5/24/2023
hCoV-19/Fujian/FCDC-ZZ1447/2023	EPI_ISL_18013136	FY.3.2	7/10/2023	China	Fujian	Zhangzhou	XBB.1.22.1*	7/10/2023
hCoV-19/Fujian/FCDC-ZZ1455/2023	EPI_ISL_18013134	FL.4.11	7/12/2023	China	Fujian	Zhangzhou	XBB.1.9.1*	7/12/2023
hCoV-19/Fujian/FCDC-FZCX007/2023	EPI_ISL_18013113	FY.3.1	6/27/2023	China	Fujian	Fuzhou	XBB.1.22.1*	6/27/2023
hCoV-19/Fujian/FCDC-FZ0720004/2023	EPI_ISL_18013108	FY.3.1	7/17/2023	China	Fujian		XBB.1.22.1*	7/17/2023
hCoV-19/Anhui/WHCDC-211/2023	EPI_ISL_18013085	XBB.1.5	4/30/2023	China	Anhui	Wuhu	XBB.1.5*	4/30/2023
hCoV-19/Anhui/WHCDC-208/2023	EPI_ISL_18013084	FL.4.11	4/25/2023	China	Anhui	Wuhu	XBB.1.9.1*	4/25/2023
hCoV-19/Henan/HBCDC-cx15/2023	EPI_ISL_18012362	FR.1.1	6/19/2023	China	Henan	Hebi	BA.2.75*	6/19/2023
hCoV-19/Guizhou/GZCDC-TR-07-017/2023	EPI_ISL_18012352	FU.1	7/8/2023	China	Guizhou		XBB.1.16*	7/8/2023
hCoV-19/Guizhou/GZCDC-QXNCX205/2023	EPI_ISL_18012351	GY.1	7/10/2023	China	Guizhou		XBB.1.16*	7/10/2023
hCoV-19/Guizhou/GZCDC-GY07-08/2023	EPI_ISL_18012347	FU.1	7/7/2023	China	Guizhou		XBB.1.16*	7/7/2023
hCoV-19/Guizhou/GZCDC-BJ-0613-231/2023	EPI_ISL_18012345	EG.5.1.1	7/7/2023	China	Guizhou		EG.5.1*	7/7/2023
hCoV-19/Taiwan/CDC-W28592/2023	EPI_ISL_18010288	EG.1	6/18/2023	China	Taiwan		Others	6/18/2023
hCoV-19/Taiwan/CDC-F84660/2023	EPI_ISL_18010278	FL.4.5	6/14/2023	China	Taiwan		XBB.1.9.1*	6/14/2023
hCoV-19/Taiwan/CDC-F84639/2023	EPI_ISL_18010276	DV.6.2	6/15/2023	China	Taiwan		BA.2.75*	6/15/2023
hCoV-19/Taiwan/CDC-F84525/2023	EPI_ISL_18010274	XBB.1.16.1	6/12/2023	China	Taiwan		XBB.1.16*	6/12/2023
hCoV-19/Taiwan/CDC-W28880/2023	EPI_ISL_18010248	EG.1	6/23/2023	China	Taiwan		Others	6/23/2023
hCoV-19/Taiwan/CDC-W28853/2023	EPI_ISL_18010245	DV.6.2	6/23/2023	China	Taiwan		BA.2.75*	6/23/2023
hCoV-19/Taiwan/CDC-F85149/2023	EPI_ISL_18010234	FL.15	6/20/2023	China	Taiwan		XBB.1.9.1*	6/20/2023
hCoV-19/Beijing/BJCDC-1670/2023	EPI_ISL_18009942	XBB.1.42.2	5/9/2023	China	Beijing		Others	5/9/2023
hCoV-19/Beijing/BJCDC-1667/2023	EPI_ISL_18009939	FY.3.2	5/9/2023	China	Beijing		XBB.1.22.1*	5/9/2023
hCoV-19/Beijing/BJCDC-1666/2023	EPI_ISL_18009938	FY.3.2	5/9/2023	China	Beijing		XBB.1.22.1*	5/9/2023
hCoV-19/Beijing/BJCDC-1664/2023	EPI_ISL_18009936	FY.3	5/9/2023	China	Beijing		XBB.1.22.1*	5/9/2023
hCoV-19/Beijing/BJCDC-1663/2023	EPI_ISL_18009935	FY.3.2	5/9/2023	China	Beijing		XBB.1.22.1*	5/9/2023
hCoV-19/Beijing/BJCDC-1661/2023	EPI_ISL_18009933	FR.1	5/9/2023	China	Beijing		BA.2.75*	5/9/2023
hCoV-19/Beijing/BJCDC-1660/2023	EPI_ISL_18009932	FR.1	5/9/2023	China	Beijing		BA.2.75*	5/9/2023
hCoV-19/Beijing/BJCDC-1659/2023	EPI_ISL_18009931	FR.1	5/9/2023	China	Beijing		BA.2.75*	5/9/2023
hCoV-19/Beijing/BJCDC-1657/2023	EPI_ISL_18009929	FR.1	5/9/2023	China	Beijing		BA.2.75*	5/9/2023
hCoV-19/Beijing/BJCDC-1655/2023	EPI_ISL_18009927	FL.13.1	5/8/2023	China	Beijing		XBB.1.9.1*	5/8/2023
hCoV-19/Beijing/BJCDC-1650/2023	EPI_ISL_18009922	FU.1	5/8/2023	China	Beijing		XBB.1.16*	5/8/2023
hCoV-19/Beijing/BJCDC-1647/2023	EPI_ISL_18009919	EG.1.6	5/7/2023	China	Beijing		Others	5/7/2023
hCoV-19/Beijing/BJCDC-1642/2023	EPI_ISL_18009914	XBB.1.42.2	5/8/2023	China	Beijing		Others	5/8/2023
hCoV-19/Beijing/BJCDC-1640/2023	EPI_ISL_18009912	XBB.1.16.1	5/9/2023	China	Beijing		XBB.1.16*	5/9/2023
hCoV-19/Beijing/BJCDC-1637/2023	EPI_ISL_18009909	FL.2	5/3/2023	China	Beijing		XBB.1.9.1*	5/3/2023
hCoV-19/Beijing/BJCDC-1635/2023	EPI_ISL_18009907	BF.7.14	5/1/2023	China	Beijing		BF.7.14*	5/1/2023
hCoV-19/Beijing/BJCDC-1632/2023	EPI_ISL_18009891	FL.2	5/1/2023	China	Beijing		XBB.1.9.1*	5/1/2023
hCoV-19/Beijing/BJCDC-1631/2023	EPI_ISL_18009890	XBB.1.9.6	5/1/2023	China	Beijing		Others	5/1/2023
hCoV-19/Beijing/BJCDC-1630/2023	EPI_ISL_18009889	FL.4	5/6/2023	China	Beijing		XBB.1.9.1*	5/6/2023
hCoV-19/Beijing/BJCDC-1624/2023	EPI_ISL_18009883	EG.5.1	5/4/2023	China	Beijing		EG.5.1*	5/4/2023
hCoV-19/Beijing/BJCDC-1619/2023	EPI_ISL_18009878	FR.1	5/8/2023	China	Beijing		BA.2.75*	5/8/2023
hCoV-19/Beijing/BJCDC-1594/2023	EPI_ISL_18009853	FY.3	5/8/2023	China	Beijing		XBB.1.22.1*	5/8/2023
hCoV-19/Beijing/BJCDC-1588/2023	EPI_ISL_18009847	FR.1.1	5/8/2023	China	Beijing		BA.2.75*	5/8/2023
hCoV-19/Beijing/BJCDC-1587/2023	EPI_ISL_18009846	FR.1.1	5/8/2023	China	Beijing		BA.2.75*	5/8/2023
hCoV-19/Beijing/BJCDC-1575/2023	EPI_ISL_18009833	GY.1	5/6/2023	China	Beijing		XBB.1.16*	5/6/2023
hCoV-19/Beijing/BJCDC-1559/2023	EPI_ISL_18009828	EG.5.1.1	5/5/2023	China	Beijing		EG.5.1*	5/5/2023
hCoV-19/Beijing/BJCDC-1556/2023	EPI_ISL_18009825	BF.7.14	5/5/2023	China	Beijing		BF.7.14*	5/5/2023
hCoV-19/Beijing/BJCDC-1554/2023	EPI_ISL_18009823	EG.1	5/5/2023	China	Beijing		Others	5/5/2023
hCoV-19/Beijing/BJCDC-1550/2023	EPI_ISL_18009819	FL.2.3	5/5/2023	China	Beijing		XBB.1.9.1*	5/5/2023
hCoV-19/Beijing/BJCDC-1541/2023	EPI_ISL_18009810	XBB.1.9.6	5/4/2023	China	Beijing		Others	5/4/2023
hCoV-19/Beijing/BJCDC-1539/2023	EPI_ISL_18009808	XBB.2.3	5/4/2023	China	Beijing		Others	5/4/2023
hCoV-19/Beijing/BJCDC-1534/2023	EPI_ISL_18009803	XBB.1.9.6	5/4/2023	China	Beijing		Others	5/4/2023
hCoV-19/Beijing/BJCDC-1531/2023	EPI_ISL_18009800	XBB.1.9.6	5/5/2023	China	Beijing		Others	5/5/2023
hCoV-19/Beijing/BJCDC-1527/2023	EPI_ISL_18009796	EG.1	4/29/2023	China	Beijing		Others	4/29/2023
hCoV-19/Beijing/BJCDC-1523/2023	EPI_ISL_18009792	HL.2	4/29/2023	China	Beijing		Others	4/29/2023
hCoV-19/Beijing/BJCDC-1519/2023	EPI_ISL_18009788	FR.1.4	4/27/2023	China	Beijing		BA.2.75*	4/27/2023
hCoV-19/Beijing/BJCDC-1513/2023	EPI_ISL_18009782	GF.1	5/2/2023	China	Beijing		XBB.1.5*	5/2/2023
hCoV-19/Beijing/BJCDC-1511/2023	EPI_ISL_18009780	BF.7.14	5/2/2023	China	Beijing		BF.7.14*	5/2/2023
hCoV-19/Beijing/BJCDC-1510/2023	EPI_ISL_18009779	GF.1	5/2/2023	China	Beijing		XBB.1.5*	5/2/2023
hCoV-19/Beijing/BJCDC-1506/2023	EPI_ISL_18009775	FR.1.1	5/2/2023	China	Beijing		BA.2.75*	5/2/2023
hCoV-19/Beijing/BJCDC-1503/2023	EPI_ISL_18009772	DY.2	5/1/2023	China	Beijing		BA.5.2.48*	5/1/2023
hCoV-19/Beijing/BJCDC-1502/2023	EPI_ISL_18009771	FR.1.4	4/28/2023	China	Beijing		BA.2.75*	4/28/2023
hCoV-19/Beijing/BJCDC-1501/2023	EPI_ISL_18009770	FL.4.11	5/2/2023	China	Beijing		XBB.1.9.1*	5/2/2023
hCoV-19/Beijing/BJCDC-1500/2023	EPI_ISL_18009769	FU.1	4/30/2023	China	Beijing		XBB.1.16*	4/30/2023
hCoV-19/Beijing/BJCDC-1485/2023	EPI_ISL_18009754	XBB.1.9.6	4/30/2023	China	Beijing		Others	4/30/2023
hCoV-19/Beijing/BJCDC-1482/2023	EPI_ISL_18009751	FL.13.1	5/3/2023	China	Beijing		XBB.1.9.1*	5/3/2023
hCoV-19/Beijing/BJCDC-1480/2023	EPI_ISL_18009749	EG.5.1.1	5/3/2023	China	Beijing		EG.5.1*	5/3/2023
hCoV-19/Beijing/BJCDC-1478/2023	EPI_ISL_18009747	BF.7.14.1	5/3/2023	China	Beijing		BF.7.14*	5/3/2023
hCoV-19/Beijing/BJCDC-1474/2023	EPI_ISL_18009743	FL.13.1	5/4/2023	China	Beijing		XBB.1.9.1*	5/4/2023
hCoV-19/Beijing/BJCDC-1471/2023	EPI_ISL_18009740	GF.1	5/4/2023	China	Beijing		XBB.1.5*	5/4/2023
hCoV-19/Beijing/BJCDC-1465/2023	EPI_ISL_18009734	FL.4	5/2/2023	China	Beijing		XBB.1.9.1*	5/2/2023
hCoV-19/Beijing/BJCDC-1449/2023	EPI_ISL_18009719	FL.13.1	5/1/2023	China	Beijing		XBB.1.9.1*	5/1/2023
hCoV-19/Beijing/BJCDC-1448/2023	EPI_ISL_18009718	GF.1	5/1/2023	China	Beijing		XBB.1.5*	5/1/2023
hCoV-19/Beijing/BJCDC-1443/2023	EPI_ISL_18009713	FU.1	4/30/2023	China	Beijing		XBB.1.16*	4/30/2023
hCoV-19/Beijing/BJCDC-1441/2023	EPI_ISL_18009711	FL.2.3	4/30/2023	China	Beijing		XBB.1.9.1*	4/30/2023
hCoV-19/Hubei/HCDC-2281/2023	EPI_ISL_18006108	FY.3.2	7/11/2023	China	Hubei	Shiyan	XBB.1.22.1*	7/11/2023
hCoV-19/Xinjiang/CJCDCHM-170/2023	EPI_ISL_17999299	FL.24	6/20/2023	China	Xinjiang		XBB.1.9.1*	6/20/2023
hCoV-19/Zhejiang/SKLID_ZJU-S95/2023	EPI_ISL_17999286	FY.3.1	6/7/2023	China	Zhejiang	Hangzhou	XBB.1.22.1*	6/7/2023
hCoV-19/Zhejiang/SKLID_ZJU-S94/2023	EPI_ISL_17999285	FY.3.1	6/7/2023	China	Zhejiang	Hangzhou	XBB.1.22.1*	6/7/2023
hCoV-19/Zhejiang/SKLID_ZJU-S137/2023	EPI_ISL_17999281	EG.5.1.1	6/16/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/16/2023
hCoV-19/Zhejiang/SKLID_ZJU-S134/2023	EPI_ISL_17999278	EG.5.1.1	6/16/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/16/2023
hCoV-19/Zhejiang/SKLID_ZJU-S131/2023	EPI_ISL_17999275	EG.5.1.1	6/15/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/15/2023
hCoV-19/Zhejiang/SKLID_ZJU-S130/2023	EPI_ISL_17999274	EG.5.1.1	6/15/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/15/2023
hCoV-19/Zhejiang/SKLID_ZJU-S129/2023	EPI_ISL_17999273	FL.16	6/15/2023	China	Zhejiang	Hangzhou	XBB.1.9.1*	6/15/2023
hCoV-19/Zhejiang/SKLID_ZJU-S128/2023	EPI_ISL_17999272	EG.5.1.1	6/14/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/14/2023
hCoV-19/Zhejiang/SKLID_ZJU-S127/2023	EPI_ISL_17999271	EG.5.1.1	6/14/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/14/2023
hCoV-19/Zhejiang/SKLID_ZJU-S126/2023	EPI_ISL_17999270	EG.5.1.1	6/14/2023	China	Zhejiang	Hangzhou	EG.5.1*	6/14/2023
hCoV-19/Zhejiang/SKLID_ZJU-S125/2023	EPI_ISL_17999269	FL.2.3	6/14/2023	China	Zhejiang	Hangzhou	XBB.1.9.1*	6/14/2023
hCoV-19/Zhejiang/SKLID_ZJU-S123/2023	EPI_ISL_17999267	XBB.1.16	6/14/2023	China	Zhejiang	Hangzhou	XBB.1.16*	6/14/2023
hCoV-19/Zhejiang/SKLID_ZJU-S122/2023	EPI_ISL_17999266	FY.3.1	6/13/2023	China	Zhejiang	Hangzhou	XBB.1.22.1*	6/13/2023
hCoV-19/Zhejiang/SKLID_ZJU-S121/2023	EPI_ISL_17999265	FU.1	6/13/2023	China	Zhejiang	Hangzhou	XBB.1.16*	6/13/2023
hCoV-19/Zhejiang/SKLID_ZJU-S120/2023	EPI_ISL_17999264	XBB.1.16	6/13/2023	China	Zhejiang	Hangzhou	XBB.1.16*	6/13/2023
hCoV-19/Zhejiang/SKLID_ZJU-S118/2023	EPI_ISL_17999262	FU.1	6/9/2023	China	Zhejiang	Hangzhou	XBB.1.16*	6/9/2023
hCoV-19/Zhejiang/SKLID_ZJU-S114/2023	EPI_ISL_17999258	FL.4	6/9/2023	China	Zhejiang	Hangzhou	XBB.1.9.1*	6/9/2023
hCoV-19/Zhejiang/SKLID_ZJU-S112/2023	EPI_ISL_17999256	FY.3.1	6/9/2023	China	Zhejiang	Hangzhou	XBB.1.22.1*	6/9/2023
hCoV-19/Zhejiang/SKLID_ZJU-S111/2023	EPI_ISL_17999255	FY.3.1	6/9/2023	China	Zhejiang	Hangzhou	XBB.1.22.1*	6/9/2023
hCoV-19/Zhejiang/SKLID_ZJU-S108/2023	EPI_ISL_17999252	FL.2.3	6/9/2023	China	Zhejiang	Hangzhou	XBB.1.9.1*	6/9/2023
hCoV-19/Zhejiang/SKLID_ZJU-S101/2023	EPI_ISL_17999245	FY.3.1	6/8/2023	China	Zhejiang	Hangzhou	XBB.1.22.1*	6/8/2023
hCoV-19/Henan/XYCDC-0177/2023	EPI_ISL_17999242	FR.1.1	6/14/2023	China	Henan		BA.2.75*	6/14/2023
hCoV-19/Henan/XYCDC-0173/2023	EPI_ISL_17999238	FY.3.2	6/18/2023	China	Henan		XBB.1.22.1*	6/18/2023
hCoV-19/Henan/XYCDC-0170/2023	EPI_ISL_17999235	HL.2	6/13/2023	China	Henan		Others	6/13/2023
hCoV-19/Henan/XYCDC-0165/2023	EPI_ISL_17999230	HL.2	6/11/2023	China	Henan		Others	6/11/2023
hCoV-19/Henan/XYCDC-0163/2023	EPI_ISL_17999228	FR.1.1	6/11/2023	China	Henan		BA.2.75*	6/11/2023
hCoV-19/Anhui/BZCDC-108/2023	EPI_ISL_17999220	FL.2.3	6/12/2023	China	Anhui	Bozhou	XBB.1.9.1*	6/12/2023
hCoV-19/Anhui/BZCDC-101/2023	EPI_ISL_17999213	FY.3	6/5/2023	China	Anhui	Bozhou	XBB.1.22.1*	6/5/2023
hCoV-19/Yunnan/YNCDC-1747/2023	EPI_ISL_17999178	EG.5.1.1	7/5/2023	China	Yunnan		EG.5.1*	7/5/2023
hCoV-19/Yunnan/YNCDC-1736/2023	EPI_ISL_17999167	FL.4.11	7/5/2023	China	Yunnan		XBB.1.9.1*	7/5/2023
hCoV-19/Yunnan/YNCDC-1725/2023	EPI_ISL_17999157	FY.3	7/4/2023	China	Yunnan		XBB.1.22.1*	7/4/2023
hCoV-19/Yunnan/YNCDC-1721/2023	EPI_ISL_17999153	EG.5.1.1	7/5/2023	China	Yunnan		EG.5.1*	7/5/2023
hCoV-19/Yunnan/YNCDC-1717/2023	EPI_ISL_17999149	XBB.1.16.1	7/4/2023	China	Yunnan		XBB.1.16*	7/4/2023
hCoV-19/Yunnan/YNCDC-1708/2023	EPI_ISL_17999140	XBB.1.16.1	7/2/2023	China	Yunnan		XBB.1.16*	7/2/2023
hCoV-19/Fujian/FCDC-XM071213/2023	EPI_ISL_17999112	FY.3.2	7/7/2023	China	Fujian	Xiamen	XBB.1.22.1*	7/7/2023
hCoV-19/Fujian/FCDC-QZ07S021/2023	EPI_ISL_17999097	FU.1	7/2/2023	China	Fujian	Quanzhou	XBB.1.16*	7/2/2023
hCoV-19/Fujian/FCDC-QZ07S019/2023	EPI_ISL_17999095	FY.3.2	7/6/2023	China	Fujian	Quanzhou	XBB.1.22.1*	7/6/2023
hCoV-19/Xinjiang/BTCDC213/2023	EPI_ISL_17999078	DY.2	5/2/2023	China	Xinjiang		BA.5.2.48*	5/2/2023
hCoV-19/Xinjiang/BTCDC203/2023	EPI_ISL_17999068	XBB.1.16	5/2/2023	China	Xinjiang		XBB.1.16*	5/2/2023
hCoV-19/Xinjiang/BTCDC201/2023	EPI_ISL_17999066	BA.5.2.50	4/27/2023	China	Xinjiang		Others	4/27/2023
hCoV-19/Xinjiang/XJCDCWLMQ-344/2023	EPI_ISL_17999051	FU.1	6/21/2023	China	Xinjiang		XBB.1.16*	6/21/2023
hCoV-19/Xinjiang/XJCDCWLMQ-340/2023	EPI_ISL_17999047	FY.3.1	6/23/2023	China	Xinjiang		XBB.1.22.1*	6/23/2023
hCoV-19/Xinjiang/XJCDCTLF-63/2023	EPI_ISL_17999021	HK.1	6/12/2023	China	Xinjiang		EG.5.1*	6/12/2023
hCoV-19/Xinjiang/XJCDCKZ84/2023	EPI_ISL_17999002	EU.1.1	6/8/2023	China	Xinjiang		XBB.1.5*	6/8/2023
hCoV-19/Xinjiang/XJCDCKZ81/2023	EPI_ISL_17999001	FL.5	6/8/2023	China	Xinjiang		XBB.1.9.1*	6/8/2023
hCoV-19/Xinjiang/XJCDCKLMY-162/2023	EPI_ISL_17998983	FR.1.1	6/19/2023	China	Xinjiang		BA.2.75*	6/19/2023
hCoV-19/Xinjiang/XJCDCCJ-169/2023	EPI_ISL_17998958	FR.1.1	6/14/2023	China	Xinjiang		BA.2.75*	6/14/2023
hCoV-19/Xinjiang/XJCDCBOZ-81/2023	EPI_ISL_17998946	FY.3.1	6/20/2023	China	Xinjiang		XBB.1.22.1*	6/20/2023
hCoV-19/Xinjiang/XJCDCBAZ-145/2023	EPI_ISL_17998921	GF.1	6/7/2023	China	Xinjiang		XBB.1.5*	6/7/2023
hCoV-19/Xinjiang/XJCDCBAZ-144/2023	EPI_ISL_17998920	GF.1	6/6/2023	China	Xinjiang		XBB.1.5*	6/6/2023
hCoV-19/Xinjiang/XJCDCALT-099/2023	EPI_ISL_17998914	FL.4.11	6/22/2023	China	Xinjiang		XBB.1.9.1*	6/22/2023
hCoV-19/Xinjiang/XJCDCAKS-097/2023	EPI_ISL_17998897	GF.1	6/7/2023	China	Xinjiang		XBB.1.5*	6/7/2023
hCoV-19/Gansu/GSCDC-0410/2023	EPI_ISL_17998889	FU.1	6/6/2023	China	Gansu		XBB.1.16*	6/6/2023
hCoV-19/Gansu/GSCDC-0374/2023	EPI_ISL_17998853	EG.5.1.1	6/5/2023	China	Gansu		EG.5.1*	6/5/2023
hCoV-19/Gansu/GSCDC-0363/2023	EPI_ISL_17998842	FL.4	5/22/2023	China	Gansu		XBB.1.9.1*	5/22/2023
hCoV-19/Gansu/GSCDC-0346/2023	EPI_ISL_17998827	EG.5.1.1	5/24/2023	China	Gansu		EG.5.1*	5/24/2023
hCoV-19/Gansu/GSCDC-0340/2023	EPI_ISL_17998821	FL.2.3	5/23/2023	China	Gansu		XBB.1.9.1*	5/23/2023
hCoV-19/Gansu/GSCDC-0317/2023	EPI_ISL_17998799	FR.1.3	5/12/2023	China	Gansu		BA.2.75*	5/12/2023
hCoV-19/Gansu/GSCDC-0309/2023	EPI_ISL_17998791	XBB.1.16	5/10/2023	China	Gansu		XBB.1.16*	5/10/2023
hCoV-19/Gansu/GSCDC-0306/2023	EPI_ISL_17998788	EG.5.1.1	5/16/2023	China	Gansu		EG.5.1*	5/16/2023
hCoV-19/Gansu/GSCDC-0251/2023	EPI_ISL_17998779	DY.2	4/20/2023	China	Gansu		BA.5.2.48*	4/20/2023
hCoV-19/Hong Kong/VK23012818/2023	EPI_ISL_17997307	EG.5.1.1	6/30/2023	China	Hong Kong		EG.5.1*	6/30/2023
hCoV-19/Hong Kong/VB23115728/2023	EPI_ISL_17997292	XBB.2.3.2	7/8/2023	China	Hong Kong		Others	7/8/2023
hCoV-19/Hong Kong/VB23115565/2023	EPI_ISL_17997291	XBB.1.16.1	7/10/2023	China	Hong Kong		XBB.1.16*	7/10/2023
hCoV-19/Hong Kong/VB23115263/2023	EPI_ISL_17997290	FL.4	7/9/2023	China	Hong Kong		XBB.1.9.1*	7/9/2023
hCoV-19/Hong Kong/VB23114227/2023	EPI_ISL_17997287	XBB.2.3.2	7/8/2023	China	Hong Kong		Others	7/8/2023
hCoV-19/Hong Kong/VB23114203/2023	EPI_ISL_17997286	XBB.1.42.2	7/8/2023	China	Hong Kong		Others	7/8/2023
hCoV-19/Hong Kong/VB23114120/2023	EPI_ISL_17997285	FU.1	7/8/2023	China	Hong Kong		XBB.1.16*	7/8/2023
hCoV-19/Hong Kong/VB23107326/2023	EPI_ISL_17997266	XBB.1.42.2	6/28/2023	China	Hong Kong		Others	6/28/2023
hCoV-19/Hong Kong/VB23106765/2023	EPI_ISL_17997264	FU.1	6/28/2023	China	Hong Kong		XBB.1.16*	6/28/2023
hCoV-19/Hong Kong/VB23106724/2023	EPI_ISL_17997263	FL.4.11	6/27/2023	China	Hong Kong		XBB.1.9.1*	6/27/2023
hCoV-19/Hong Kong/VB23106284/2023	EPI_ISL_17997261	XBB.1.5.59	6/26/2023	China	Hong Kong		XBB.1.5*	6/26/2023
hCoV-19/Hong Kong/VB23106015/2023	EPI_ISL_17997260	XBB.1.42.2	6/24/2023	China	Hong Kong		Others	6/24/2023
hCoV-19/Shanghai/SCDC-XG07-9967/2023	EPI_ISL_17994610	XBB.1.16.1	6/28/2023	China	Shanghai		XBB.1.16*	6/28/2023
hCoV-19/Shanghai/SCDC-XG07-10174/2023	EPI_ISL_17994580	FE.1.1	6/28/2023	China	Shanghai		Others	6/28/2023
hCoV-19/Shanghai/SCDC-XG07-10173/2023	EPI_ISL_17994579	GF.1	6/29/2023	China	Shanghai		XBB.1.5*	6/29/2023
hCoV-19/Shanghai/SCDC-XG07-10113/2023	EPI_ISL_17994531	GF.1	7/6/2023	China	Shanghai		XBB.1.5*	7/6/2023
hCoV-19/Shanghai/SCDC-XG07-10060/2023	EPI_ISL_17994482	XBB.1.16.1	7/4/2023	China	Shanghai		XBB.1.16*	7/4/2023
hCoV-19/Shanghai/SCDC-XG07-10057/2023	EPI_ISL_17994479	XBB.1.16.1	7/4/2023	China	Shanghai		XBB.1.16*	7/4/2023
hCoV-19/Sichuan/ZYCDC-YJ0268/2023	EPI_ISL_17989079	XBB.1.16	6/19/2023	China	Sichuan	Ziyang	XBB.1.16*	6/19/2023
hCoV-19/Sichuan/YBSCDC-XGCX282/2023	EPI_ISL_17989033	FL.2	6/13/2023	China	Sichuan	Yibin	XBB.1.9.1*	6/13/2023
hCoV-19/Sichuan/YBSCDC-XGCX278/2023	EPI_ISL_17989029	FL.15	6/11/2023	China	Sichuan	Yibin	XBB.1.9.1*	6/11/2023
