strain,lineage,date,country,province
EPI_ISL_16854242_new,BF.7.14*,2023-01-16,China,Beijing
EPI_ISL_16854232_new,BA.5.2*,2023-01-16,China,Beijing
EPI_ISL_16854222_new,BF.7.14*,2023-01-16,China,Beijing
EPI_ISL_16854218_new,BF.7.14*,2023-01-16,China,Beijing
EPI_ISL_16854217_new,BF.7.14*,2023-01-16,China,Beijing
EPI_ISL_16849139_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16849138_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16849137_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16849127_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16849087_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16839059_new,BA.5.2*,2023-01-16,China,Taiwan
EPI_ISL_16839057_new,BA.5.2*,2023-01-16,China,Taiwan
EPI_ISL_16839055_new,BA.5.2*,2023-01-16,China,Taiwan
EPI_ISL_16823535_new,BA.5.2*,2023-01-16,China,Hubei
EPI_ISL_16803536_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_16803535_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_16758325_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758320_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758319_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758318_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758317_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758316_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758315_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758314_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758313_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758253_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758252_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758218_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758217_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758182_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758167_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758166_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758165_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16758164_new,BA.5.2*,2023-01-16,China,Shandong
EPI_ISL_16758101_new,BF.7.14*,2023-01-16,China,Shandong
EPI_ISL_16757763_new,BA.5.2*,2023-01-16,China,Hubei
EPI_ISL_16746588_new,BF.7.14*,2023-01-16,China,Anhui
EPI_ISL_16746587_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16746586_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16737879_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737878_new,BF.7.14*,2023-01-16,China,Sichuan
EPI_ISL_16737877_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737876_new,BF.7.14*,2023-01-16,China,Sichuan
EPI_ISL_16737869_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737868_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737867_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737866_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737865_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737864_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737863_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737862_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737861_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737860_new,BF.7.14*,2023-01-16,China,Sichuan
EPI_ISL_16737859_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737858_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737857_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737856_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737855_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737854_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737853_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737852_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737851_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737850_new,BA.5.2*,2023-01-16,China,Sichuan
EPI_ISL_16737193_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16737192_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16723146_new,BA.5.2*,2023-01-16,China,Qinghai
EPI_ISL_16723095_new,BA.5.2*,2023-01-16,China,Hainan
EPI_ISL_16723093_new,BA.5.2*,2023-01-16,China,Hainan
EPI_ISL_16723092_new,BA.5.2*,2023-01-16,China,Hainan
EPI_ISL_16723091_new,BA.5.2*,2023-01-16,China,Hainan
EPI_ISL_16723090_new,BA.5.2*,2023-01-16,China,Hainan
EPI_ISL_16723089_new,BA.5.2*,2023-01-16,China,Hainan
EPI_ISL_16719101_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16719100_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16719099_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16717143_new,BF.7.14*,2023-01-16,China,Hong Kong
EPI_ISL_16717142_new,BA.2.75*,2023-01-16,China,Hong Kong
EPI_ISL_16717141_new,BA.2.75*,2023-01-16,China,Hong Kong
EPI_ISL_16713427_new,BF.7.14*,2023-01-16,China,Guangdong
EPI_ISL_16712133_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_16711659_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_16711644_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_16711640_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_16709109_new,BA.5.2*,2023-01-16,China,Henan
EPI_ISL_16709108_new,BA.5.2*,2023-01-16,China,Henan
EPI_ISL_16709107_new,BA.5.2*,2023-01-16,China,Henan
EPI_ISL_16709106_new,BA.5.2*,2023-01-16,China,Henan
EPI_ISL_16709105_new,BA.5.2*,2023-01-16,China,Henan
EPI_ISL_16709053_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16709052_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16709051_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16698473_new,BF.7.14*,2023-01-16,China,Jiangsu
EPI_ISL_16698472_new,BA.5.2*,2023-01-16,China,Jiangsu
EPI_ISL_16698471_new,BA.5.2*,2023-01-16,China,Jiangsu
EPI_ISL_16698470_new,BA.5.2*,2023-01-16,China,Jiangsu
EPI_ISL_16698467_new,BF.7.14*,2023-01-16,China,Jiangsu
EPI_ISL_16698465_new,BF.7.14*,2023-01-16,China,Jiangsu
EPI_ISL_16698407_new,BA.5.2*,2023-01-16,China,Jiangsu
EPI_ISL_16650361_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16614004_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16614003_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16614002_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16610909_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16610908_new,BF.7.14*,2023-01-16,China,Anhui
EPI_ISL_16610907_new,BF.7.14*,2023-01-16,China,Anhui
EPI_ISL_16610906_new,BF.7.14*,2023-01-16,China,Anhui
EPI_ISL_16610905_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16610904_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16610903_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16610902_new,BA.5.2*,2023-01-16,China,Anhui
EPI_ISL_16610901_new,BF.7.14*,2023-01-16,China,Anhui
EPI_ISL_16610883_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610882_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610881_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16610880_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610879_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16610878_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610877_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16610876_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610875_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610874_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610873_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610872_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610871_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610870_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16610869_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610868_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610867_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16610866_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16610865_new,BF.7.14*,2023-01-16,China,Fujian
EPI_ISL_16610864_new,BA.5.2*,2023-01-16,China,Fujian
EPI_ISL_16598437_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598436_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598435_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598433_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598431_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598430_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598423_new,BF.7.14*,2023-01-16,China,Heilongjiang
EPI_ISL_16598422_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598421_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598420_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598419_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598418_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598417_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16598416_new,BA.5.2*,2023-01-16,China,Heilongjiang
EPI_ISL_16597052_new,BA.5.2*,2023-01-16,China,Jiangxi
EPI_ISL_17488127_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488143_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488180_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488182_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488185_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488186_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488223_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488233_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488235_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488237_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488240_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488242_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488244_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17490625_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17490631_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17490632_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17490633_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17490635_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17490636_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17490637_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17490639_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488402_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488403_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488404_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488405_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488406_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488407_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488408_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488409_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488410_new,BF.7.14*,2023-01-16,China,Zhejiang
EPI_ISL_17488411_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488412_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488413_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488414_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17488415_new,BA.5.2*,2023-01-16,China,Zhejiang
EPI_ISL_17489735_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17489736_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17493506_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17493507_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17493508_new,BF.7.14*,2023-01-16,China,Guangdong
EPI_ISL_17493509_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17493510_new,BF.7.14*,2023-01-16,China,Guangdong
EPI_ISL_17493511_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17493512_new,BA.5.2*,2023-01-16,China,Guangdong
EPI_ISL_17494426_new,BA.5.2*,2023-01-16,China,Shaanxi
EPI_ISL_17493441_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17493414_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17493413_new,BF.7.14*,2023-01-17,China,Guangdong
EPI_ISL_17489812_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17489811_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17489810_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17489809_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17489808_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17489807_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17488961_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_17488959_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488958_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488957_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488956_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_17488955_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488954_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488953_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488952_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17488938_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_17488937_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_17488936_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_17487468_new,BA.5.2*,2023-01-17,China,Hubei
EPI_ISL_17487467_new,BA.5.2*,2023-01-17,China,Hubei
EPI_ISL_17281709_new,BA.2.75*,2023-01-17,China,Taiwan
EPI_ISL_17253605_new,BA.5.2*,2023-01-17,China,Henan
EPI_ISL_17253604_new,BA.5.2*,2023-01-17,China,Henan
EPI_ISL_17253603_new,BA.5.2*,2023-01-17,China,Henan
EPI_ISL_17183562_new,BA.5.2*,2023-01-17,China,Liaoning
EPI_ISL_17170823_new,BF.7.14*,2023-01-17,China,Guangdong
EPI_ISL_17170822_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170810_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170749_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170748_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170747_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170746_new,BF.7.14*,2023-01-17,China,Guangdong
EPI_ISL_17170745_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170744_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170741_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170740_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170729_new,BA.2.75*,2023-01-17,China,Guangdong
EPI_ISL_17170728_new,BA.2.75*,2023-01-17,China,Guangdong
EPI_ISL_17170727_new,BA.2.75*,2023-01-17,China,Guangdong
EPI_ISL_17170726_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170725_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170724_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170708_new,BF.7.14*,2023-01-17,China,Guangdong
EPI_ISL_17170707_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17170705_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_17150466_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17150465_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17150464_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17150463_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17150462_new,BF.7.14*,2023-01-17,China,Gansu
EPI_ISL_17150461_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17150460_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17150459_new,BA.5.2*,2023-01-17,China,Gansu
EPI_ISL_17031709_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031708_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031707_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031706_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031704_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031703_new,BF.7.14*,2023-01-17,China,Hebei
EPI_ISL_17031702_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031701_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17031700_new,BA.5.2*,2023-01-17,China,Hebei
EPI_ISL_17029119_new,BF.7.14*,2023-01-17,China,Hong Kong
EPI_ISL_16969495_new,BA.5.2*,2023-01-17,China,Henan
EPI_ISL_16955426_new,BA.5.2*,2023-01-17,China,Beijing
EPI_ISL_16955425_new,BA.5.2*,2023-01-17,China,Beijing
EPI_ISL_16937118_new,BA.5.2*,2023-01-17,China,Shanxi
EPI_ISL_16921929_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921928_new,BA.5.2*,2023-01-17,China,Jiangsu
EPI_ISL_16921927_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921926_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921925_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921924_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921897_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921896_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921895_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16921891_new,BA.5.2*,2023-01-17,China,Jiangsu
EPI_ISL_16921890_new,BF.7.14*,2023-01-17,China,Jiangsu
EPI_ISL_16910824_new,BF.7.14*,2023-01-17,China,Heilongjiang
EPI_ISL_16910812_new,BA.5.2*,2023-01-17,China,Heilongjiang
EPI_ISL_16910811_new,BA.5.2*,2023-01-17,China,Heilongjiang
EPI_ISL_16910810_new,BA.5.2*,2023-01-17,China,Heilongjiang
EPI_ISL_16854371_new,BA.5.2*,2023-01-17,China,Jiangxi
EPI_ISL_16854351_new,BA.5.2*,2023-01-17,China,Jiangxi
EPI_ISL_16854350_new,BA.5.2*,2023-01-17,China,Jiangxi
EPI_ISL_16854349_new,BA.5.2*,2023-01-17,China,Jiangxi
EPI_ISL_16854348_new,BA.5.2*,2023-01-17,China,Jiangxi
EPI_ISL_16854347_new,BA.5.2*,2023-01-17,China,Jiangxi
EPI_ISL_16854248_new,BF.7.14*,2023-01-17,China,Beijing
EPI_ISL_16854247_new,BF.7.14*,2023-01-17,China,Beijing
EPI_ISL_16854244_new,BF.7.14*,2023-01-17,China,Beijing
EPI_ISL_16854241_new,BA.5.2*,2023-01-17,China,Beijing
EPI_ISL_16854235_new,BA.5.2*,2023-01-17,China,Beijing
EPI_ISL_16854234_new,BA.5.2*,2023-01-17,China,Beijing
EPI_ISL_16854233_new,BF.7.14*,2023-01-17,China,Beijing
EPI_ISL_16849141_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16849086_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16849085_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16840763_new,BA.5.2*,2023-01-17,China,Taiwan
EPI_ISL_16839058_new,BA.5.2*,2023-01-17,China,Taiwan
EPI_ISL_16823538_new,BA.5.2*,2023-01-17,China,Hubei
EPI_ISL_16823537_new,BA.5.2*,2023-01-17,China,Hubei
EPI_ISL_16758324_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758323_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758322_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758197_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758196_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758195_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758194_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758184_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758181_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758160_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758158_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758155_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758152_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758151_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758150_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758146_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758145_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758144_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758143_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758142_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758141_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758140_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758139_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758138_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758137_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758136_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758135_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758134_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758132_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758131_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758130_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758128_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758126_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758125_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758124_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758123_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758122_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758121_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758120_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758119_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758118_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758117_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758116_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758115_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758114_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758113_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758112_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758111_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758109_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758108_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758107_new,BF.7.14*,2023-01-17,China,Shandong
EPI_ISL_16758106_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758105_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758104_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16758092_new,BA.5.2*,2023-01-17,China,Shandong
EPI_ISL_16748548_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_16746594_new,BA.5.2*,2023-01-17,China,Anhui
EPI_ISL_16746593_new,BF.7.14*,2023-01-17,China,Anhui
EPI_ISL_16746592_new,BF.7.14*,2023-01-17,China,Anhui
EPI_ISL_16746591_new,BA.5.2*,2023-01-17,China,Anhui
EPI_ISL_16737881_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737880_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737875_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737874_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737873_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737872_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737871_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737870_new,BA.5.2*,2023-01-17,China,Sichuan
EPI_ISL_16737227_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16737226_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_16723154_new,BA.5.2*,2023-01-17,China,Henan
EPI_ISL_16723152_new,BF.7.14*,2023-01-17,China,Henan
EPI_ISL_16713360_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713359_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713358_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713357_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713355_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713354_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713353_new,BA.5.2*,2023-01-17,China,Fujian
EPI_ISL_16713351_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_16713348_new,BF.7.14*,2023-01-17,China,Fujian
EPI_ISL_16712194_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_16712169_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_16712163_new,BA.5.2*,2023-01-17,China,Guangdong
EPI_ISL_16712162_new,BA.5.2*,2023-01-17,China,Guangdong
