"strain","date","country","merged_lineage","date_num"
"EPI_ISL_17817001","2023-04-22","China","BA.5.2*",19469
"EPI_ISL_17817000","2023-03-28","China","BF.7.14*",19444
"EPI_ISL_17816999","2023-04-03","China","BA.5.2*",19450
"EPI_ISL_17816998","2023-03-29","China","BA.5.2*",19445
"EPI_ISL_17816997","2023-04-12","China","BF.7.14*",19459
"EPI_ISL_17816996","2023-04-13","China","BA.5.2*",19460
"EPI_ISL_17816995","2023-04-15","China","BF.7.14*",19462
"EPI_ISL_17816994","2023-04-07","China","BA.5.2*",19454
"EPI_ISL_17816993","2023-04-13","China","BA.5.2*",19460
"EPI_ISL_17816992","2023-04-11","China","BA.5.2*",19458
"EPI_ISL_17816991","2023-04-05","China","BF.7.14*",19452
"EPI_ISL_17816990","2023-04-05","China","BF.7.14*",19452
"EPI_ISL_17816989","2023-04-05","China","BF.7.14*",19452
"EPI_ISL_17816988","2023-04-04","China","BF.7.14*",19451
"EPI_ISL_17816987","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17816986","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17816985","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17816984","2023-05-28","China","XBB.1.9*",19505
"EPI_ISL_17816983","2023-05-28","China","XBB.1.9*",19505
"EPI_ISL_17816982","2023-05-22","China","XBB.1.9*",19499
"EPI_ISL_17816981","2023-05-22","China","XBB.1.22*",19499
"EPI_ISL_17816980","2023-05-22","China","XBB.1.9*",19499
"EPI_ISL_17816979","2023-05-19","China","XBB.1.9*",19496
"EPI_ISL_17816978","2023-05-22","China","XBB.1.9*",19499
"EPI_ISL_17816977","2023-05-20","China","XBB.1.9*",19497
"EPI_ISL_17816975","2023-05-20","China","XBB.1.9*",19497
"EPI_ISL_17816974","2023-05-20","China","XBB.1.9*",19497
"EPI_ISL_17816973","2023-05-20","China","XBB.1.9*",19497
"EPI_ISL_17816971","2023-05-28","China","XBB.1.9*",19505
"EPI_ISL_17816969","2023-05-23","China","XBB.1.16*",19500
"EPI_ISL_17816968","2023-05-28","China","XBB.1.9*",19505
"EPI_ISL_17816967","2023-05-28","China","XBB.1.5*",19505
"EPI_ISL_17816966","2023-05-28","China","XBB.1.5*",19505
"EPI_ISL_17816965","2023-05-28","China","XBB.1.22*",19505
"EPI_ISL_17816964","2023-05-26","China","XBB.1.5*",19503
"EPI_ISL_17816963","2023-05-21","China","XBB.1.9*",19498
"EPI_ISL_17816962","2023-05-27","China","XBB.1.22*",19504
"EPI_ISL_17816961","2023-05-27","China","XBB.1.9*",19504
"EPI_ISL_17816960","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17816959","2023-05-23","China","BA.2.75*",19500
"EPI_ISL_17811371","2023-06-05","China","XBB.1.16*",19513
"EPI_ISL_17811370","2023-05-31","China","XBB.1.9*",19508
"EPI_ISL_17811369","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811368","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811367","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811365","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811364","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811363","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811361","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811360","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811359","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811357","2023-05-31","China","XBB.1.22*",19508
"EPI_ISL_17811356","2023-06-01","China","XBB.1.5*",19509
"EPI_ISL_17811355","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811354","2023-06-01","China","XBB.1.5*",19509
"EPI_ISL_17811353","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811352","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811351","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811350","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811348","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811347","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811346","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811345","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811344","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811343","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811342","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811340","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811339","2023-05-31","China","XBB.1.9*",19508
"EPI_ISL_17811338","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811336","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811335","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811334","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811333","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811332","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811330","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811329","2023-05-30","China","XBB.1.22*",19507
"EPI_ISL_17811328","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811327","2023-05-30","China","BA.2.75*",19507
"EPI_ISL_17811326","2023-05-30","China","BA.2.75*",19507
"EPI_ISL_17811325","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811324","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811323","2023-05-31","China","XBB.1.22*",19508
"EPI_ISL_17811322","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811321","2023-05-31","China","XBB.1.5*",19508
"EPI_ISL_17811319","2023-05-31","China","BA.2.75*",19508
"EPI_ISL_17811318","2023-05-31","China","XBB.1.9*",19508
"EPI_ISL_17811317","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811316","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811315","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811314","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811313","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811312","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811311","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811310","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811309","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811308","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811307","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811306","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811305","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811304","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811303","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811302","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811301","2023-05-28","China","XBB.1.22*",19505
"EPI_ISL_17811300","2023-05-28","China","XBB.1.22*",19505
"EPI_ISL_17811299","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811298","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811297","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811296","2023-05-31","China","XBB.1.5*",19508
"EPI_ISL_17811295","2023-05-31","China","XBB.1.22*",19508
"EPI_ISL_17811294","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811292","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811291","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811290","2023-05-28","China","XBB.1.9*",19505
"EPI_ISL_17811289","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811288","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811287","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811286","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811285","2023-05-27","China","XBB.1.16*",19504
"EPI_ISL_17811284","2023-05-28","China","BA.2.75*",19505
"EPI_ISL_17811283","2023-05-27","China","XBB.1.16*",19504
"EPI_ISL_17811282","2023-05-28","China","XBB.1.5*",19505
"EPI_ISL_17811281","2023-05-27","China","XBB.1.16*",19504
"EPI_ISL_17811280","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811279","2023-05-28","China","BA.5.2*",19505
"EPI_ISL_17811278","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811277","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811274","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811273","2023-05-28","China","XBB.1.16*",19505
"EPI_ISL_17811272","2023-05-28","China","XBB.1.5*",19505
"EPI_ISL_17811271","2023-05-27","China","XBB.1.16*",19504
"EPI_ISL_17811270","2023-05-25","China","XBB.1.16*",19502
"EPI_ISL_17811269","2023-05-25","China","XBB.1.16*",19502
"EPI_ISL_17811268","2023-05-24","China","XBB.1.16*",19501
"EPI_ISL_17811267","2023-05-24","China","XBB.1.22*",19501
"EPI_ISL_17811266","2023-05-23","China","XBB.1.16*",19500
"EPI_ISL_17811265","2023-05-23","China","XBB.1.16*",19500
"EPI_ISL_17811264","2023-05-23","China","XBB.2.3*",19500
"EPI_ISL_17811263","2023-05-23","China","XBB.1.16*",19500
"EPI_ISL_17811261","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17811260","2023-05-30","China","BA.2.75*",19507
"EPI_ISL_17811259","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811258","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811257","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811256","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811253","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811252","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811251","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811250","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811249","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811247","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811246","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17811245","2023-05-31","China","XBB.1.5*",19508
"EPI_ISL_17811244","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811241","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811239","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811238","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811237","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811236","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811235","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811234","2023-05-29","China","BA.2.75*",19506
"EPI_ISL_17811233","2023-05-29","China","XBB.1.5*",19506
"EPI_ISL_17811232","2023-05-29","China","XBB.1.5*",19506
"EPI_ISL_17811231","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811230","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811229","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811228","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811227","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811225","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811224","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811223","2023-05-26","China","XBB.1.9*",19503
"EPI_ISL_17811222","2023-05-26","China","XBB.1.5*",19503
"EPI_ISL_17811221","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811220","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811219","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811218","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811217","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811216","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811215","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811214","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17811213","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811212","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811210","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17811209","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811208","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811207","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811206","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811205","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811204","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811203","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811202","2023-05-30","China","XBB.2.3*",19507
"EPI_ISL_17811201","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17811200","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811199","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811198","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811197","2023-05-31","China","XBB.1.5*",19508
"EPI_ISL_17811196","2023-05-30","China","BA.2.75*",19507
"EPI_ISL_17811193","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811194","2023-05-31","China","XBB.1.9*",19508
"EPI_ISL_17811191","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811190","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811189","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17811188","2023-05-29","China","XBB.1.5*",19506
"EPI_ISL_17811187","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17811186","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17811185","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811184","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811183","2023-05-31","China","XBB.1.16*",19508
"EPI_ISL_17811180","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811179","2023-05-30","China","XBB.1.16*",19507
"EPI_ISL_17811177","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811175","2023-06-06","China","BA.2.75*",19514
"EPI_ISL_17811174","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811173","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17811172","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811171","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811170","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811169","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811168","2023-06-06","China","XBB.1.5*",19514
"EPI_ISL_17811167","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17811166","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811165","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811164","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17811163","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17811162","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811161","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811160","2023-06-06","China","XBB.1.5*",19514
"EPI_ISL_17811159","2023-06-06","China","BA.2.75*",19514
"EPI_ISL_17811158","2023-06-06","China","XBB.1.5*",19514
"EPI_ISL_17811156","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811153","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811152","2023-06-06","China","XBB.1.5*",19514
"EPI_ISL_17811151","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811150","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17811149","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811148","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17811147","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811146","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17811144","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811143","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17811139","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17811140","2023-06-06","China","XBB.1.9*",19514
"EPI_ISL_17811138","2023-06-06","China","XBB.1.22*",19514
"EPI_ISL_17811136","2023-06-05","China","XBB.1.16*",19513
"EPI_ISL_17811135","2023-06-05","China","XBB.1.16*",19513
"EPI_ISL_17811134","2023-06-05","China","XBB.1.5*",19513
"EPI_ISL_17811132","2023-06-05","China","XBB.1.16*",19513
"EPI_ISL_17811130","2023-06-05","China","XBB.1.22*",19513
"EPI_ISL_17811129","2023-06-05","China","XBB.1.22*",19513
"EPI_ISL_17811128","2023-06-05","China","XBB.1.16*",19513
"EPI_ISL_17811127","2023-06-05","China","XBB.1.16*",19513
"EPI_ISL_17811126","2023-06-05","China","XBB.1.9*",19513
"EPI_ISL_17811125","2023-06-05","China","XBB.1.5*",19513
"EPI_ISL_17811124","2023-06-05","China","BA.2.75*",19513
"EPI_ISL_17811123","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811119","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811118","2023-06-04","China","XBB.1.22*",19512
"EPI_ISL_17811114","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811115","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811113","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811110","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811109","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811107","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17811106","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811105","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811104","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811102","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811100","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811097","2023-06-04","China","XBB.1.5*",19512
"EPI_ISL_17811096","2023-06-04","China","XBB.1.22*",19512
"EPI_ISL_17811095","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17811091","2023-06-03","China","XBB.1.9*",19511
"EPI_ISL_17811090","2023-06-03","China","XBB.1.9*",19511
"EPI_ISL_17811089","2023-06-03","China","XBB.1.22*",19511
"EPI_ISL_17811087","2023-06-03","China","XBB.1.5*",19511
"EPI_ISL_17811086","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811085","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811083","2023-06-03","China","XBB.1.5*",19511
"EPI_ISL_17811082","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811081","2023-06-03","China","XBB.1.9*",19511
"EPI_ISL_17811079","2023-06-03","China","XBB.1.22*",19511
"EPI_ISL_17811078","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811076","2023-06-03","China","XBB.1.22*",19511
"EPI_ISL_17811073","2023-06-03","China","XBB.1.5*",19511
"EPI_ISL_17811072","2023-06-03","China","XBB.1.22*",19511
"EPI_ISL_17811070","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811065","2023-06-03","China","XBB.1.5*",19511
"EPI_ISL_17811064","2023-06-03","China","XBB.1.16*",19511
"EPI_ISL_17811063","2023-06-03","China","XBB.1.5*",19511
"EPI_ISL_17811062","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811060","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17811057","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17811056","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17811052","2023-06-02","China","BA.2.75*",19510
"EPI_ISL_17811050","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811049","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811048","2023-06-02","China","XBB.1.22*",19510
"EPI_ISL_17811047","2023-06-02","China","XBB.1.22*",19510
"EPI_ISL_17811046","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811043","2023-06-01","China","XBB.1.5*",19509
"EPI_ISL_17811042","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811041","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811040","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811039","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811038","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811037","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811036","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811034","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811033","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811031","2023-06-01","China","XBB.1.5*",19509
"EPI_ISL_17811028","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811027","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17811025","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811024","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811023","2023-06-01","China","XBB.1.22*",19509
"EPI_ISL_17811022","2023-06-01","China","XBB.1.16*",19509
"EPI_ISL_17811021","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811020","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811019","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811017","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811016","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17811014","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811013","2023-06-02","China","XBB.2.3*",19510
"EPI_ISL_17811012","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811011","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811009","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17811008","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811007","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811006","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17811005","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811004","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811003","2023-06-02","China","XBB.1.22*",19510
"EPI_ISL_17811002","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17811000","2023-06-02","China","XBB.2.3*",19510
"EPI_ISL_17810998","2023-06-02","China","XBB.1.16*",19510
"EPI_ISL_17810995","2023-06-02","China","XBB.1.22*",19510
"EPI_ISL_17810994","2023-06-02","China","XBB.1.9*",19510
"EPI_ISL_17810992","2023-06-02","China","XBB.2.3*",19510
"EPI_ISL_17810991","2023-06-02","China","XBB.2.3*",19510
"EPI_ISL_17810990","2023-06-02","China","XBB.1.22*",19510
"EPI_ISL_17809529","2022-12-31","China","BF.7.14*",19357
"EPI_ISL_17808437","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17808435","2023-06-04","China","XBB.1.16*",19512
"EPI_ISL_17808434","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17808433","2023-06-02","China","XBB.1.5*",19510
"EPI_ISL_17808431","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17808429","2023-05-29","China","XBB.1.9*",19506
"EPI_ISL_17808428","2023-05-29","China","XBB.1.9*",19506
"EPI_ISL_17808424","2023-05-22","China","XBB.1.22*",19499
"EPI_ISL_17808423","2023-05-22","China","XBB.1.9*",19499
"EPI_ISL_17808422","2023-05-24","China","XBB.1.16*",19501
"EPI_ISL_17808421","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17808420","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17808419","2023-05-30","China","XBB.1.9*",19507
"EPI_ISL_17808418","2023-05-30","China","BA.2.75*",19507
"EPI_ISL_17808417","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17808416","2023-04-20","China","BA.5.2*",19467
"EPI_ISL_17808415","2023-04-20","China","BF.7.14*",19467
"EPI_ISL_17808414","2023-04-20","China","BF.7.14*",19467
"EPI_ISL_17808413","2023-04-14","China","BF.7.14*",19461
"EPI_ISL_17808412","2023-04-14","China","BA.5.2*",19461
"EPI_ISL_17808411","2023-04-14","China","BA.5.2*",19461
"EPI_ISL_17808410","2023-04-14","China","BA.5.2*",19461
"EPI_ISL_17808409","2023-06-06","China","BA.2.75*",19514
"EPI_ISL_17808407","2023-06-06","China","XBB.1.16*",19514
"EPI_ISL_17808401","2023-06-05","China","XBB.1.22*",19513
"EPI_ISL_17808400","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17808399","2023-06-01","China","XBB.1.9*",19509
"EPI_ISL_17808393","2023-05-29","China","XBB.1.16*",19506
"EPI_ISL_17808395","2023-06-04","China","XBB.1.9*",19512
"EPI_ISL_17808391","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17808390","2023-05-30","China","XBB.1.5*",19507
"EPI_ISL_17808389","2023-05-25","China","XBB.1.9*",19502
